q_learning,tit_for_tat,accumulate_credits,detective,grudger
9.2,6.0,9.05,7.35,0.0
9.2,6.0,9.05,7.35,0.0
9.2,6.0,9.05,7.35,0.0
9.2,6.0,9.05,7.35,0.0
9.2,6.0,9.05,7.35,0.0
10.25,0.0,0.0,6.05,6.0
10.25,0.0,0.0,6.05,6.0
10.25,0.0,0.0,6.05,6.0
10.25,0.0,0.0,6.05,6.0
10.25,0.0,0.0,6.05,6.0
8.35,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0
11.25,0.0,0.0,1.55,13.5
11.25,0.0,0.0,1.55,13.5
11.25,0.0,0.0,1.55,13.5
11.25,0.0,0.0,1.55,13.5
11.25,0.0,0.0,1.55,13.5
6.05,4.5,0.0,8.85,12.0
6.05,4.5,0.0,8.85,12.0
6.05,4.5,0.0,8.85,12.0
6.05,4.5,0.0,8.85,12.0
6.05,4.5,0.0,8.85,12.0
11.55,10.35,0.0,0.0,0.0
11.55,10.35,0.0,0.0,0.0
11.55,10.35,0.0,0.0,0.0
11.55,10.35,0.0,0.0,0.0
11.55,10.35,0.0,0.0,0.0
11.9,0.0,3.05,0.0,0.0
11.9,0.0,3.05,0.0,0.0
11.9,0.0,3.05,0.0,0.0
11.9,0.0,3.05,0.0,0.0
11.9,0.0,3.05,0.0,0.0
11.75,9.75,0.0,0.0,0.0
11.75,9.75,0.0,0.0,0.0
11.75,9.75,0.0,0.0,0.0
11.75,9.75,0.0,0.0,0.0
11.75,9.75,0.0,0.0,0.0
13.2,0.0,0.0,0.0,0.0
13.2,0.0,0.0,0.0,0.0
13.2,0.0,0.0,0.0,0.0
13.2,0.0,0.0,0.0,0.0
13.2,0.0,0.0,0.0,0.0
13.35,0.0,4.55,8.85,0.0
13.35,0.0,4.55,8.85,0.0
13.35,0.0,4.55,8.85,0.0
13.35,0.0,4.55,8.85,0.0
13.35,0.0,4.55,8.85,0.0
11.4,0.0,13.55,3.0,0.0
11.4,0.0,13.55,3.0,0.0
11.4,0.0,13.55,3.0,0.0
11.4,0.0,13.55,3.0,0.0
11.4,0.0,13.55,3.0,0.0
6.0,0.0,0.0,0.0,4.5
6.0,0.0,0.0,0.0,4.5
6.0,0.0,0.0,0.0,4.5
6.0,0.0,0.0,0.0,4.5
6.0,0.0,0.0,0.0,4.5
13.35,0.0,0.05,0.0,0.0
13.35,0.0,0.05,0.0,0.0
13.35,0.0,0.05,0.0,0.0
13.35,0.0,0.05,0.0,0.0
13.35,0.0,0.05,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
7.55,13.55,0.0,8.85,0.0
7.55,13.55,0.0,8.85,0.0
7.55,13.55,0.0,8.85,0.0
7.55,13.55,0.0,8.85,0.0
7.55,13.55,0.0,8.85,0.0
13.55,6.0,8.45,0.0,13.5
13.55,6.0,8.45,0.0,13.5
13.55,6.0,8.45,0.0,13.5
13.55,6.0,8.45,0.0,13.5
13.55,6.0,8.45,0.0,13.5
12.55,9.0,11.9,10.4,0.0
12.55,9.0,11.9,10.4,0.0
12.55,9.0,11.9,10.4,0.0
12.55,9.0,11.9,10.4,0.0
12.55,9.0,11.9,10.4,0.0
12.15,0.0,1.5,0.0,10.5
12.15,0.0,1.5,0.0,10.5
12.15,0.0,1.5,0.0,10.5
12.15,0.0,1.5,0.0,10.5
12.15,0.0,1.5,0.0,10.5
12.05,0.0,0.0,6.0,0.0
12.05,0.0,0.0,6.0,0.0
12.05,0.0,0.0,6.0,0.0
12.05,0.0,0.0,6.0,0.0
12.05,0.0,0.0,6.0,0.0
13.4,7.5,0.0,0.0,0.0
13.4,7.5,0.0,0.0,0.0
13.4,7.5,0.0,0.0,0.0
13.4,7.5,0.0,0.0,0.0
13.4,7.5,0.0,0.0,0.0
1.5,0.0,0.0,4.5,1.55
1.5,0.0,0.0,4.5,1.55
1.5,0.0,0.0,4.5,1.55
1.5,0.0,0.0,4.5,1.55
1.5,0.0,0.0,4.5,1.55
